,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pra,pdec,rv,ag,absag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,prarad,pdecrad,bayer,fla,con,comp,comp_primary,base,lu,var,var_in,var_ax,mass,mass_t,temperature,radius,radius_t,period,period_t,semiMajorAxis,semiMajorAxis_t,eccentricity,eccentricity_t
3265,119025,,,,NN 3910,,,15.531768,28.851056,16.129,-568.08,46.7,0,14.3,13.262,M4V,,-8.506697,-11.27869,7.782797,-3.44E-05,2.82E-05,3.20E-06,4.066207346,0.503545923,-2.75E-06,2.26E-07,GJ 3910,,,1,119025,,0.000431718,,,,,,,,,,,,,,
3266,119072,,,,NN 3945,,,16.239315,-28.508955,16.129,-365.76,-369.62,0,12.96,11.922,M3.5,,-6.304351,-12.693929,-7.698309,-1.95E-05,2.51E-05,-2.54E-05,4.251442779,-0.497575126,-1.77E-06,-1.79E-06,GJ 3945,,,1,119072,,0.001483201,,,,,,,,,,,,,,
3267,119417,,,,NN 4198,,,21.513556,-40.723635,16.129,1024.18,-1394.26,0,13.19,12.152,M4V,1.62,9.724578,-7.406028,-10.522738,-8.01E-06,0.00010679,-8.26E-05,5.632235872,-0.710761512,4.97E-06,-6.76E-06,GJ 4198,,,1,119417,,0.001200052,,,,,,,,,,,,,,
3539,118148,,,,Gl 100C,,,2.475824,-20.037599,18.9036,601.53,271.6,0,12.85,11.467,M2.5V,1.61,14.157466,10.721933,-6.477068,-2.65E-05,4.91E-05,2.34E-05,0.648169109,-0.349722071,2.92E-06,1.32E-06,Gl 100C,,,3,11538,Gl 100,0.002255278,,,,,,,,,,,,,,
3538,118147,,,,Gl 100B,,,2.483918,-19.978584,18.9036,641.39,225.87,0,11.4,10.017,K4.5V,,14.140011,10.75595,-6.458773,-3.00E-05,5.11E-05,1.95E-05,0.650288126,-0.348692069,3.11E-06,1.10E-06,Gl 100B,,Cet,2,11538,Gl 100,0.008574326,,,,,,,,,,,,,,
296,11538,11565,15468,,Gl 100A,,,2.483797,-19.979165,19.5465,612.86,186.56,23,8.78,7.325,K4.5V,1.12,14.621447,11.121247,-6.678687,-1.28E-05,6.33E-05,8.58E-06,0.650256539,-0.348702209,2.97E-06,9.04E-07,,,Cet,1,11538,Gl 100,0.102329299,,,,,,,,,,,,,,
306,12082,12114,16160,753,Gl 105A,,268 G. Cet,2.601357,6.88687,7.1803,1806.27,1442.5,26,5.79,6.509,K3V,0.918,5.538462,4.488223,0.861013,-2.37E-05,6.17E-05,5.30E-05,0.681033735,0.120198562,8.76E-06,6.99E-06,,,Cet,1,12082,Gl 105,0.216970155,,,,0.7,0.1,4777,0.65,0.053,,,,,,
2757,118157,,,,Gl 105B,,,2.60431,6.87166,7.2088,1813.13,1447.4,25.7,11.66,12.371,M3.5V,1.6,5.55796,4.511171,0.862659,-2.43E-05,6.19E-05,5.34E-05,0.681806879,0.119933085,8.79E-06,7.02E-06,Gl 105B,,Cet,2,12082,Gl 105,0.000980844,,,,,,,,,,,,,,
1369,61098,61291,109200,,Gl 472,,,12.558873,-68.755807,16.176,-545.37,-311.73,0.3,7.13,6.086,K1V,0.836,-5.79868,-0.854286,-15.076756,1.62E-05,4.56E-05,-9.14E-06,3.287905316,-1.200015208,-2.64E-06,-1.51E-06,,,Mus,1,61098,,0.32033176,,,,,,,,,,,,,,
312,12357,12390,16620,781,Gl 105.4A,83Eps Cet,,2.659398,-11.872156,21.4823,172.01,-236.31,15.7,4.83,3.17,F5V,0.447,16.130169,13.482598,-4.419553,-3.32E-06,2.06E-05,-2.74E-05,0.696228713,-0.20720821,8.34E-07,-1.15E-06,Eps,83,Cet,1,12357,Gl 105.4,4.698941086,,,,,,6547,,,,,,,,
4272,118164,,,,Gl 105.4B,,,2.659463,-11.871068,27.0343,141.88,-229.72,16.8,5.6,3.44,F5V,,20.29923,16.967967,-5.561404,-3.77E-06,2.11E-05,-3.30E-05,0.696245755,-0.207189215,6.88E-07,-1.11E-06,Gl 105.4B,,Cet,2,12357,Gl 105.4,3.664375746,,,,,,,,,,,,,,
319,12673,12706,16970,804,Gl 106.1A,86Ga Cet,,2.721678,3.235818,24.4081,-146.43,-145.27,-5.1,3.47,1.532,A2V,0.093,18.440324,15.931398,1.377729,8.12E-06,-1.59E-05,-1.75E-05,0.71253351,0.056475686,-7.10E-07,-7.04E-07,Ga,86,Cet,1,12673,Gl 106.1,21.24222477,,,,,,8642.66,,,,,,,,
2445,108407,108752,,,Gl 844,,,22.030288,16.467452,16.1838,392.28,154,-14.8,10.65,9.605,M2.5V,1.498,13.501678,-7.653087,4.587594,-4.30E-07,3.56E-05,7.30E-06,5.767515837,0.287411258,1.90E-06,7.47E-07,,,Peg,1,108407,,0.012531412,,10.692,10.562,0.611,0.017,3522,0.587,0.022,,,,,,
4221,118167,,,,Gl 106.1C,,,2.708215,3.376091,25.1383,-134.99,-160.87,0,10.16,8.158,K5V,1.36,19.047045,16.338686,1.480391,1.16E-05,-1.17E-05,-1.96E-05,0.709008989,0.05892391,-6.54E-07,-7.80E-07,Gl 106.1C,,Cet,3,12673,Gl 106.1,0.047511638,,,,,,,,,,,,,,
4220,118166,,,,Gl 106.1B,,,2.721517,3.237385,25.1383,-140.18,-142.65,-12.5,6.3,4.298,F4V,,18.992203,16.406796,1.419598,2.25E-06,-2.06E-05,-1.81E-05,0.712491516,0.056503036,-6.80E-07,-6.92E-07,Gl 106.1B,,Cet,2,12673,Gl 106.1,1.662646797,,,,,,,,,,,,,,
2092,92163,92451,,,GJ 4079,,,18.840718,-62.051034,16.1943,90.39,59.71,0,10.74,9.693,M3V,1.48,1.657138,-7.406914,-14.305485,7.83E-06,-2.49E-06,2.20E-06,4.932488475,-1.082994843,4.38E-07,2.89E-07,,,Pav,1,92163,,0.0115558,,10.818,10.678,0.569,0.004,3706,0.512,0.015,,,,,,
2637,115638,116003,,,GJ 1284,,,23.503729,-20.39097,16.2022,314.51,-208.13,0,11.09,10.042,M2V,1.5,15.058924,-1.967576,-5.64524,-2.45E-06,2.52E-05,-1.53E-05,6.153261953,-0.355889562,1.52E-06,-1.01E-06,,,Aqr,1,115638,,0.008379151,,11.179,11.029,,,,,,,,,,,
323,12744,12777,16895,799,Gl 107A,13The Per,,2.736634,49.228448,11.1272,334.03,-89.96,24.4,4.1,3.868,F8V,0.514,5.480091,4.772164,8.42701,3.23E-06,2.67E-05,1.57E-05,0.716449135,0.859198497,1.62E-06,-4.36E-07,The,13,Per,1,12744,Gl 107,2.470586136,,,,1.88458,0.389701,6196,2.24794,0.189467,,,,,,
159,5993,6005,,,GJ 1036,,,1.28761,-35.715901,16.2127,90.94,-175.85,0,11.31,10.261,M2.5V,1.51,12.422589,4.353786,-9.464432,-9.98E-06,4.08E-06,-1.12E-05,0.337095503,-0.623360071,4.41E-07,-8.53E-07,,,Scl,1,5993,,0.006848572,,11.443,11.113,0.544,0.003,3651,0.487,0.014,,,,,,
1070,47845,47981,,,Gl 366,,,9.780091,76.043924,16.2127,88.25,-997.27,-27.8,10.64,9.591,M1.5V,1.382,-3.268155,2.146611,15.733874,-6.17E-05,3.22E-05,-4.65E-05,2.560421773,1.327216859,4.28E-07,-4.83E-06,,,Dra,1,47845,,0.012694044,,10.69,10.56,0.558,0.004,3655,0.5,0.015,,,,,,
2365,105001,105341,203040,,Gl 826.1,,,21.337174,-19.852286,16.2206,-173.35,-721.75,15.6,9.09,8.04,K6.5V,1.34,11.697208,-9.795105,-5.508505,-1.20E-05,-7.71E-06,-5.88E-05,5.586059165,-0.346487754,-8.40E-07,-3.50E-06,,,Cap,1,105001,,0.052966344,,,,,,,,,,,,,,
1132,50809,50954,90589,4102,Gl 391,,,10.406592,-74.031612,16.2232,-16.12,-27.63,-4.7,3.99,2.939,F3V,0.369,-4.080371,1.808276,-15.597165,3.63E-06,-2.20E-07,4.02E-06,2.724439403,-1.292095376,-7.82E-08,-1.34E-07,,,Car,1,50809,,5.812995677,,,,,,6940.89,,,,,,,,
2903,118168,,,,Gl 107B,,,2.736217,49.229839,11.2322,329.9,-82.25,25.1,10.06,9.808,M1.5V,1.48,5.532529,4.817104,8.507513,3.41E-06,2.68E-05,1.65E-05,0.716339887,0.859222775,1.60E-06,-3.99E-07,Gl 107B,,Per,2,12744,Gl 107,0.010394414,,,,,,,,,,,,,,
3920,118175,,,,Gl 113C,,,2.802468,27.074291,22.3664,268.88,-108.64,0,16.5,14.752,M5V,,14.791325,13.335699,10.179965,-1.55E-05,2.52E-05,-1.05E-05,0.733684386,0.472535519,1.30E-06,-5.27E-07,Gl 113C,,,3,13048,Gl 113,0.000109446,,,,,,,,,,,,,,
3275,117992,,,,GJ 1013,,,0.526611,-5.870007,16.2338,316.87,-1042.93,0,12.75,11.698,M3.68,1.64,15.99545,2.21932,-1.660261,-1.17E-05,2.36E-05,-8.17E-05,0.137866422,-0.102450957,1.54E-06,-5.06E-06,GJ 1013,,,1,117992,,0.001823056,,,,,,,,,,,,,,
333,13048,13081,17382,,Gl 113A,,,2.802534,27.068632,24.6366,264.17,-127.75,11.1,7.56,5.602,K2,0.82,16.293382,14.690255,11.211114,-8.46E-06,3.49E-05,-8.42E-06,0.7337018,0.472436752,1.28E-06,-6.19E-07,,,Ari,1,13048,Gl 113,0.500264862,BC,7.576,7.546,0.961766,0.122992,5253,0.97182,0.0822565,,,,,,
468,18727,18774,24451,,Gl 156.2,,,4.021947,76.15937,16.2496,332.05,-547.5,20,8.2,7.146,K4,1.132,1.924127,3.377703,15.777964,4.30E-07,5.36E-05,9.54E-06,1.052943139,1.329231759,1.61E-06,-2.65E-06,,,Ca,1,18727,,0.120670191,,,,,,,,,,,,,,
346,13479,13513,18168,,Gl 118.1A,,,2.900754,-35.904687,28.9184,515.91,-173.95,5.5,8.23,5.924,K3V,0.933,16.987729,16.127295,-16.958896,-5.69E-05,4.57E-05,-2.31E-05,0.759415677,-0.626654997,2.50E-06,-8.43E-07,,,For,1,13479,Gl 118.1,0.371877583,,,,0.77981,0.0919834,5159,0.837422,0.0833312,,,,,,
3277,119194,,,,Gl 699.1,,,17.840285,82.776822,16.2602,-1381.54,3302.69,-154,14.3,13.244,DA6.8,0.35,-0.090176,-2.041492,16.123351,-9.73E-05,0.00028245,-0.00012329,4.670575741,1.444728086,-6.70E-06,1.60E-05,Gl 699.1,,,1,119194,,0.000438935,,,,,,,,,,,,,,
3278,118678,,,,GJ 1133,,,10.385732,63.460601,16.2866,187.56,194.22,0,14.71,13.651,DA7.3,0.38,-6.636996,2.984289,14.570438,6.44E-06,-1.91E-05,6.85E-06,2.718978237,1.107596434,9.09E-07,9.42E-07,GJ 1133,,,1,118678,,0.000301717,,,,,,,,,,,,,,
3279,118718,,,,Gl 405,,,10.931616,56.035177,16.2866,-525.95,122.39,0,12.72,11.661,M2V,1.53,-8.745196,2.512854,13.507792,1.92E-05,3.77E-05,5.40E-06,2.861890283,0.97799833,-2.55E-06,5.93E-07,Gl 405,,,1,118718,,0.001886253,,,,,,,,,,,,,,
1092,48951,49091,,,Gl 377,,,10.019679,-30.390144,16.2893,-1098.13,646.19,60,11.43,10.37,M3V,1.485,-12.205047,6.963117,-8.240791,-2.54E-05,0.00011434,1.30E-05,2.623145705,-0.530408068,-5.32E-06,3.13E-06,,,Ant,1,48951,,0.006194411,,11.509,11.329,0.552,0.004,3420,0.494,0.015,,,,,,
4287,118178,,,,Gl 118.1B,,,2.900583,-35.913525,29.5596,507.64,-152.3,0,13.1,10.747,M3,1.52,17.362774,16.482645,-17.338584,-5.94E-05,4.40E-05,-1.77E-05,0.759370777,-0.626809251,2.46E-06,-7.38E-07,Gl 118.1B,,,2,13479,Gl 118.1,0.004377236,,,,,,,,,,,,,,
3969,118180,,,,Gl 118.2C,,,2.926522,26.872183,22.8781,262.13,-183.54,0,13.86,12.063,M4.0V,1.58,14.705185,14.150263,10.34094,-1.35E-05,2.73E-05,-1.82E-05,0.766161705,0.469008063,1.27E-06,-8.90E-07,Gl 118.2C,,,3,13608,Gl 118.2,0.001302567,,,,,,,,,,,,,,
565,23093,23147,,,Gl 181,,,4.980705,49.849285,16.3106,111.58,-113.85,-33.9,9.8,8.738,M0.0V,1.413,2.773224,10.14466,12.466791,-1.26E-05,-1.26E-05,-3.23E-05,1.303945546,0.87003416,5.41E-07,-5.52E-07,,,Aur,1,23093,,0.027848384,,,,0.632,0.012,3884,0.609,0.018,,,,,,
3280,118953,,,,NN 3836,,,14.2548,45.01564,16.3132,-696.25,-250.67,0,11.6,10.537,M3V,,-9.580919,-6.418224,11.538322,-4.23E-05,3.79E-05,-1.40E-05,3.731897925,0.785671125,-3.38E-06,-1.22E-06,GJ 3836,,Boo,1,118953,,0.00531129,,,,,,,,,,,,,,
2415,107362,107705,,,GJ 1264,,,21.818179,-72.102491,16.3159,300.77,-291.1,0,9.53,8.467,M1V,1.42,4.218226,-2.710722,-15.526337,-5.57E-06,3.19E-05,-7.08E-06,5.71198603,-1.258425875,1.46E-06,-1.41E-06,,,Ind,1,107362,,0.035743741,AY,9.58,9.49,0.704,0.016,3826,0.691,0.023,,,,,,
42,1459,1463,,,Gl 16,,,0.304608,10.202782,16.3372,-0.65,-32.3,0,10.88,9.814,M1V,1.479,16.027761,1.280869,2.89385,4.60E-07,-2.00E-08,-2.52E-06,0.079746172,0.178072146,-3.15E-09,-1.57E-07,,,Psc,1,1459,,0.010337131,,10.944,10.814,,,,,,,,,,,
647,27045,27111,247168,,,,,5.749108,9.242081,16.3372,38.91,-703.76,-5.7,11.35,10.284,sdF6,0.699,1.058387,16.090298,2.623846,-2.86E-06,3.39E-06,-5.60E-05,1.505112946,0.161304736,1.89E-07,-3.41E-06,,,Ori,1,27045,,0.006705019,,11.398,11.278,,,,,,,,,,,
1158,52146,52296,,,GJ 1135,,,10.685917,-36.895438,16.3372,167.03,-193.6,0,9.97,8.904,M0.5,1.464,-12.299822,4.406673,-9.808145,4.20E-06,-1.56E-05,-1.23E-05,2.797566569,-0.643946875,8.10E-07,-9.39E-07,,,Ant,1,52146,,0.023900116,,,,0.646,0.015,3785,0.625,0.021,,,,,,
3281,119054,,,,Gl 607,,,16.028823,30.179116,16.3399,-322.18,136.75,10.1,12.51,11.444,M3.0V,1.56,-6.970442,-12.285995,8.214407,-2.39E-05,9.56E-06,1.46E-05,4.196336177,0.526724932,-1.56E-06,6.63E-07,Gl 607,,,1,119054,,0.002303563,,,,,,,,,,,,,,
3282,118087,,,,Gl 73,,,1.749345,16.345424,16.3399,-699.35,-408.67,0,14.11,13.044,M4V,1.67,14.063738,6.932347,4.598498,3.27E-05,-4.57E-05,-3.11E-05,0.457977553,0.285281468,-3.39E-06,-1.98E-06,Gl 73,,,1,118087,,0.000527716,,,,,,,,,,,,,,
3968,118179,,,,Gl 118.2B,,,2.927359,26.873833,22.8781,263.4,-181.71,27,9.8,8.003,K7.5V,1.4,14.702758,14.154131,10.342151,4.05E-06,4.45E-05,-5.49E-06,0.766380688,0.469036871,1.28E-06,-8.81E-07,Gl 118.2B,,Ari,2,13608,Gl 118.2,0.054802453,,,,,,,,,,,,,,
2378,105591,105932,,,Gl 828.2,,,21.454682,-6.844282,16.3452,24.98,-403.33,0,11.09,10.023,M0V,1.5,12.756994,-10.031474,-1.94788,-1.77E-06,3.91E-06,-3.17E-05,5.616822551,-0.11945526,1.21E-07,-1.96E-06,,,Aqr,1,105591,,0.008527073,,11.141,11.021,,,,,,,,,,,
2064,90727,91009,234677,,Gl 719,,,18.565474,51.71914,16.3532,186.62,-324.89,-24.5,8.2,7.132,K4V,1.265,1.494369,-10.020127,12.836818,1.53E-05,-2.46E-06,-3.56E-05,4.860429685,0.902669283,9.05E-07,-1.58E-06,,,Dra,1,90727,,0.122236245,BY,8.284,8.064,,,,,,,,,,,
2075,91325,91608,,,Gl 724,,,18.682586,-13.379605,16.3532,-91.74,-669.7,0,10.63,9.562,M1,1.505,2.827902,-15.655999,-3.784157,-9.34E-06,1.08E-05,-5.17E-05,4.891089672,-0.233518166,-4.45E-07,-3.25E-06,,,Sct,1,91325,,0.01303767,,10.7,10.56,0.593,0.003,3739,0.54,0.016,,,,,,
349,13608,13642,18143,,Gl 118.2A,,,2.927511,26.873217,23.4907,262.72,-191.44,31.8,7.52,5.666,K2IV,0.953,15.095318,14.533015,10.618342,7.25E-06,4.85E-05,-4.75E-06,0.766420537,0.469026112,1.27E-06,-9.28E-07,,,Ari,1,13608,Gl 118.2,0.471628455,,,,0.979493,0.124455,5558,0.929951,0.124865,,,,,,
3283,117985,,,,GJ 1011,,,0.391006,24.303852,16.3666,-220.74,117.37,0,14.27,13.2,M4,1.59,14.838046,1.524148,6.736094,-2.02E-06,-1.78E-05,8.49E-06,0.102365152,0.424182239,-1.07E-06,5.69E-07,GJ 1011,,,1,117985,,0.000457088,,,,,,,,,,,,,,
2239,99120,99438,,,GJ 2147,,,20.182466,-30.218511,16.3693,-345.6,-250.49,0,12.18,11.11,DA3.1,0.07,7.649307,-11.898178,-8.238654,-2.85E-05,-6.42E-06,-1.72E-05,5.283757194,-0.527412508,-1.68E-06,-1.21E-06,,,,1,99120,,0.003133286,,12.287,12.057,,,,,,,,,,,
2356,104700,105038,202575,,Gl 824,,,21.275685,9.393825,16.3881,146.48,-119.11,-18.3,7.88,6.807,K3V,1.02,12.227284,-10.578434,2.674834,-5.18E-06,1.99E-05,-1.24E-05,5.569961316,0.163953184,7.10E-07,-5.77E-07,,,Equ,1,104700,,0.164892157,,,,,,,,,,,,,,
352,13738,13772,18455,,Gl 120.1A,,,2.954086,-24.969507,22.4669,30.21,-36.9,50.6,7.33,5.572,K2V,0.863,14.573986,14.227768,-9.484275,3.01E-05,3.39E-05,-2.55E-05,0.773377899,-0.435800105,1.46E-07,-1.79E-07,,,For,1,13738,Gl 120.1,0.514280432,,,,,,,,,,,,,,
3284,118974,,,,Gl 552.1,,,14.516094,-54.102901,16.3934,-192.58,-255.56,0,11.63,10.557,K,1.51,-7.601156,-5.883222,-13.279823,3.64E-06,2.22E-05,-1.19E-05,3.800304576,-0.94427376,-9.34E-07,-1.24E-06,Gl 552.1,,Lup,1,118974,,0.005214348,,,,,,,,,,,,,,
3286,118082,,,,NN 3105,,,1.671154,31.791864,16.3934,479.96,-5.86,0,13.91,12.837,M4.21,,12.621315,5.903795,8.636618,-1.59E-05,3.47E-05,-4.00E-07,0.437507186,0.554872696,2.33E-06,-2.84E-08,GJ 3105,,,1,118082,,0.000638557,,,,,,,,,,,,,,
3287,118171,,,,NN 3180,,,2.770639,-4.987347,16.3934,1682.94,-1875.66,0,15.86,14.787,M6,1.5,12.220171,10.834203,-1.425172,-9.83E-05,9.16E-05,-0.0001485,0.725351539,-0.087045619,8.16E-06,-9.09E-06,GJ 3180,,,1,118171,,0.000105974,,,,,,,,,,,,,,
3288,118245,,,,NN 3243,,,3.636712,-68.949683,16.3934,325.9,503.77,0,11.95,10.877,M2.5,,3.41444,4.797266,-15.299392,5.80E-07,4.55E-05,1.44E-05,0.952088984,-1.20339899,1.58E-06,2.44E-06,GJ 3243,,Hyi,1,118245,,0.003883292,,,,,,,,,,,,,,
3289,118647,,,,NN 3566,,,9.769218,-4.428289,16.3934,-514.72,163.28,0,14.15,13.077,M4V,,-13.635435,9.012012,-1.265756,2.17E-05,3.47E-05,1.29E-05,2.557575288,-0.077288221,-2.50E-06,7.92E-07,GJ 3566,,,1,118647,,0.000511918,,,,,,,,,,,,,,
3290,118859,,,,NN 3758,,,13.001154,-5.630631,16.3934,-316.06,50.06,0,12.54,11.467,M3,1.56,-15.757132,-4.227206,-1.608437,-6.89E-06,2.42E-05,3.96E-06,3.403694064,-0.098273047,-1.53E-06,2.43E-07,GJ 3758,,,1,118859,,0.002255278,,,,,,,,,,,,,,
3291,118924,,,,NN 3808,,,13.813441,4.100193,16.3934,3.14,-179.97,0,14.34,13.267,M4.55,,-14.54303,-7.474619,1.172142,-8.00E-07,-6.90E-07,-1.43E-05,3.616350299,0.071561875,1.52E-08,-8.73E-07,GJ 3808,,,1,118924,,0.000429734,,,,,,,,,,,,,,
3292,118990,,,,NN 3871,,,14.874548,12.391729,16.3934,-55.64,-223.17,0,11.61,10.537,M2.5V,1.52,-11.687509,-10.943941,3.517931,-5.80E-06,6.30E-07,-1.73E-05,3.894147452,0.216276475,-2.70E-07,-1.08E-06,GJ 3871,,Boo,1,118990,,0.00531129,,,,,,,,,,,,,,
3293,119049,,,,NN 3929,,,15.971988,35.406426,16.3934,-158.9,311.85,0,12.69,11.617,M3.5V,1.59,-6.765607,-11.522165,9.497887,-3.62E-06,1.88E-05,2.02E-05,4.181456605,0.617958715,-7.70E-07,1.51E-06,GJ 3929,,,1,119049,,0.001964265,,,,,,,,,,,,,,
3928,118182,,,,Gl 120.1B,,,2.953887,-24.967438,22.477,16.1,-11.87,0,8.2,6.441,G5,,14.581228,14.23336,-9.487611,-1.62E-06,8.70E-07,-1.17E-06,0.773325682,-0.435764,7.81E-08,-5.75E-08,Gl 120.1B,,For,2,13738,Gl 120.1,0.230993628,,,,,,,,,,,,,,
351,13735,13769,18445,,Gl 120.1C,,,2.953663,-24.97512,26.0756,15.44,-32.54,49.6,7.84,5.759,K2V,0.96,16.915907,16.510396,-11.009949,3.03E-05,3.23E-05,-2.52E-05,0.77326717,-0.435898076,7.49E-08,-1.58E-07,,,For,3,13738,Gl 120.1,0.432912375,,,,,,,,,,,,,,
820,35723,35821,,,Gl 272,,,7.38748,46.087408,16.4096,-117.05,-239.55,-30.3,10.56,9.485,M1V,1.442,-4.043664,10.638265,11.821259,1.15E-05,-3.95E-06,-3.55E-05,1.934037771,0.804377017,-5.67E-07,-1.16E-06,,,Lyn,1,35723,,0.013995873,,10.614,10.514,0.602,0.003,3720,0.552,0.016,,,,,,
3083,118197,,,,Gl 127B,,,3.201183,-28.986359,14.1123,333.57,638.07,0,6.7,5.952,G7V,,8.257153,9.176422,-6.83884,-2.81E-06,3.10E-05,3.82E-05,0.838067625,-0.505907403,1.62E-06,3.09E-06,Gl 127B,,For,2,14843,Gl 127,0.362409856,,,,,,,,,,,,,,
1798,80026,80268,,,Gl 620,,,16.385462,-24.709784,16.4393,-346.54,-676.58,0,10.23,9.151,M2V,1.458,-6.126134,-13.61972,-6.871993,-1.59E-05,3.19E-05,-4.90E-05,4.289703809,-0.431267093,-1.68E-06,-3.28E-06,,,Sco,1,80026,,0.019037065,,,,0.605,0.01,3824,0.556,0.021,,,,,,
1156,52035,52186,,,Gl 399,,,10.661269,-6.923758,16.4474,-715.86,-107.83,0,11.28,10.2,M2.5,1.503,-15.334882,5.605998,-1.982709,2.06E-05,5.33E-05,-8.53E-06,2.791113687,-0.120842374,-3.47E-06,-5.23E-07,,,Sex,1,52035,,0.00724436,,11.378,11.178,0.524,0.004,3534,0.469,0.014,,,,,,
3297,118622,,,,NN 3553,,,9.349583,3.369156,16.4474,338.17,-1120.06,0,13.33,12.25,M4V,1.6,-12.622449,10.500307,0.966598,-2.13E-05,-1.74E-05,-8.92E-05,2.447715164,0.058802871,1.64E-06,-5.43E-06,GJ 3553,,,1,118622,,0.001096478,,,,,,,,,,,,,,
381,14843,14879,20010,963,Gl 127A,Alp For,,3.201249,-28.987618,14.2369,371.49,612.26,-20,3.8,3.033,F6V,0.543,8.329775,9.25728,-6.899408,-1.73E-05,1.91E-05,4.69E-05,0.838085047,-0.505929377,1.80E-06,2.97E-06,Alp,,For,1,14843,Gl 127,5.330893422,,,,1.0214,0.123664,6181.28,2.02334,0.174523,,,,,,
2846,118198,,,,Gl 127.1B,,,3.175254,-68.599373,10.1523,61.28,-51.42,0,14.73,14.697,G7V,0.62,2.496467,2.736885,-9.452317,-3.82E-06,2.90E-07,-9.20E-07,0.831279567,-1.197284924,2.97E-07,-2.49E-07,Gl 127.1B,,,2,14718,Gl 127.1,0.000115133,,,,,,,,,,,,,,
732,31223,31300,,,Gl 238,,,6.563941,-58.528459,16.4555,-400,795.86,-16,11.62,10.538,M2.5,1.5,-1.263627,8.49749,-14.034767,2.49E-05,4.98E-05,4.71E-05,1.71843586,-1.021514313,-1.94E-06,3.86E-06,,,Pic,1,31223,,0.0053064,,11.7,11.51,0.473,0.004,3445,0.427,0.013,,,,,,
65,2114,2120,,,Gl 21,,,0.448016,70.142417,16.4772,-135.47,-148.03,0,10.52,9.436,M1.0V,1.459,5.558583,0.654911,15.497463,1.23E-05,-9.45E-06,-4.02E-06,0.117290392,1.224216121,-6.57E-07,-7.18E-07,,,Cep,1,2114,,0.014641986,,10.586,10.476,0.576,0.004,3769,0.519,0.015,,,,,,
915,39874,39987,,,Gl 298,,,8.16618,-52.968172,16.4799,-516.02,669.19,85,11.74,10.655,M3.0,1.523,-5.331844,8.371938,-13.156529,-1.63E-05,0.0001023,-3.72E-05,2.137901012,-0.924469004,-2.50E-06,3.24E-06,,,Car,1,39874,,0.00476431,,11.845,11.625,0.478,0.004,3447,0.431,0.013,,,,,,
1596,71169,71395,128311,,GJ 3860,,,14.600155,9.746518,16.5017,205.46,-249.68,-15,7.48,6.392,K3V,0.973,-12.638609,-10.235397,2.793544,1.95E-05,-5.39E-06,-2.23E-05,3.822311707,0.170108835,9.96E-07,-1.21E-06,,,Boo,1,71169,,0.241657345,HN,7.497,7.457,,,,,,,,,,,
379,14718,14754,,,Gl 127.1A,,,3.175272,-68.600941,10.2396,41.87,-104.14,0,11.39,11.339,DA3.0,0.025,2.517808,2.760182,-9.533701,-4.78E-06,-2.16E-06,-1.89E-06,0.831284349,-1.197312297,2.03E-07,-5.05E-07,,,Hyi,1,14718,Gl 127.1,0.002537465,,11.456,11.326,,,,,,,,,,,
3922,118199,,,,Gl 128B,,,3.212804,-1.194661,22.3764,189.99,-62.47,0,11.5,9.751,~,,14.913666,16.675376,-0.466532,-1.55E-05,1.36E-05,-6.77E-06,0.841110103,-0.020850766,9.21E-07,-3.03E-07,Gl 128B,,Cet,2,14917,Gl 128,0.010954688,,,,,,,,,,,,,,
395,15328,15366,275122,,Gl 134,,,3.302058,38.252072,16.5289,443.77,-570.41,-3.7,10.29,9.199,M1.5V,1.449,8.424485,9.874675,10.23339,-1.06E-05,4.24E-05,-3.82E-05,0.864476708,0.667624595,2.15E-06,-2.77E-06,,,Per,1,15328,,0.018213776,,,,0.621,0.018,3666,0.598,0.023,,,,,,
979,43411,43534,,,Gl 322,,,8.86674,66.131492,16.5399,91.83,97.56,-20.9,9.26,8.167,K5,1.319,-4.564474,4.894553,15.125179,5.39E-06,-1.66E-05,-1.64E-05,2.321307174,1.154212276,4.45E-07,4.73E-07,,,UMa,1,43411,,0.047119427,,,,,,,,,,,,,,
3298,118834,,,,GJ 2095,,,12.646129,-49.818389,16.5563,-555.39,-128.22,-12,13.96,12.865,DA4.2,0.18,-10.529608,-1.797532,-12.648596,8.05E-06,4.66E-05,2.74E-06,3.310748868,-0.869494913,-2.69E-06,-6.22E-07,GJ 2095,,,1,118834,,0.0006223,,,,,,,,,,,,,,
3299,119061,,,,NN 3937,,,16.072137,-6.280874,16.5563,-59.29,-847.93,0,15.51,14.415,M4.5,1.89,-7.957852,-14.40496,-1.8113,-5.70E-07,8.81E-06,-6.77E-05,4.207675679,-0.109621933,-2.87E-07,-4.11E-06,GJ 3937,,,1,119061,,0.000149279,,,,,,,,,,,,,,
151,5799,5812,,,GJ 3082,,,1.242821,-53.942114,16.5618,104.27,310.9,0,11.16,10.064,M3V,1.637,9.236835,3.116166,-13.388935,1.64E-05,1.44E-05,1.47E-05,0.325369738,-0.941467498,5.06E-07,1.51E-06,,,Phe,1,5799,,0.008211075,,11.226,11.086,0.52,0.004,3669,0.465,0.014,,,,,,
